created_at,entry_id,field1,field2,field3,field4,field5,latitude,longitude,elevation,status
2025-03-25T14:54:12+01:00,778,259,31.9272,100162.3,23.81325,24.17982,,,,
2025-03-25T14:57:15+01:00,779,343,31.9725,100160.9,23.82374,24.20647,,,,
2025-03-25T15:00:18+01:00,780,293,32.0859,100166.7,23.86913,24.24518,,,,
2025-03-25T15:01:19+01:00,781,283,32.0734,100167.1,23.90194,24.26549,,,,
2025-03-25T15:03:22+01:00,782,261,32.04422,100159.4,23.8903,24.25343,,,,
2025-03-25T15:05:24+01:00,783,264,32.02715,100161.1,23.93093,24.2896,,,,
2025-03-25T15:07:26+01:00,784,273,32.02105,100165.4,23.9687,24.33783,,,,
2025-03-25T15:09:12+01:00,785,247,31.86045,100162.7,23.94829,24.32514,,,,
2025-03-25T15:10:13+01:00,786,269,31.93369,100163.1,23.99006,24.36385,,,,
2025-03-25T15:11:14+01:00,787,270,31.85482,100160.4,24.01638,24.39558,,,,
2025-03-25T15:12:15+01:00,788,269,31.83908,100162.0,23.97957,24.37908,,,,
2025-03-25T15:13:16+01:00,789,268,31.92358,100156.7,24.04346,24.40319,,,,
2025-03-25T15:14:34+01:00,790,263,31.91137,100155.5,24.03736,24.40891,,,,
2025-03-25T15:15:35+01:00,791,264,31.89859,100156.3,24.05415,24.44317,,,,
2025-03-25T15:16:50+01:00,792,258,31.95353,100161.2,24.10011,24.45967,,,,
2025-03-25T15:18:35+01:00,793,263,31.92225,100161.5,24.13387,24.50916,,,,
2025-03-25T15:19:36+01:00,794,272,31.95095,100165.2,24.15276,24.51741,,,,
2025-03-25T15:20:37+01:00,795,272,31.99644,100164.0,24.10736,24.47998,,,,
2025-03-25T15:21:52+01:00,796,273,32.07502,100164.4,24.15161,24.5079,,,,
2025-03-25T15:24:55+01:00,797,282,32.05423,100165.9,24.2157,24.57833,,,,
2025-03-25T15:33:04+01:00,798,262,31.9953,100163.8,24.29676,24.69128,,,,
2025-03-25T15:34:05+01:00,799,251,31.91595,100163.0,24.32213,24.6843,,,,
2025-03-25T15:35:06+01:00,800,249,31.81829,100157.4,24.29161,24.6881,,,,
2025-03-25T15:36:07+01:00,801,253,31.8965,100161.9,24.35226,24.72174,,,,
2025-03-25T15:38:09+01:00,802,250,31.82955,100157.8,24.3269,24.69762,,,,
2025-03-25T15:40:56+01:00,803,248,31.72836,100155.5,24.3803,24.74521,,,,
2025-03-25T15:45:00+01:00,804,249,31.6741,100157.8,24.36562,24.74458,,,,
2025-03-25T15:51:07+01:00,805,257,31.61554,100159.4,24.40338,24.7579,,,,
2025-03-25T15:53:09+01:00,806,259,31.6184,100162.0,24.36848,24.73379,,,,
2025-03-25T16:00:17+01:00,807,260,31.94313,100162.6,24.29314,24.6678,,,,
2025-03-25T16:03:03+01:00,808,250,31.79178,100155.1,24.30534,24.6659,,,,
2025-03-25T16:06:07+01:00,809,233,32.04546,100153.2,24.2548,24.63988,,,,
2025-03-25T16:08:09+01:00,810,236,32.61576,100155.8,24.2012,24.59166,,,,
2025-03-25T16:09:10+01:00,811,239,32.4585,100151.0,24.22028,24.60498,,,,
2025-03-25T16:12:58+01:00,812,253,32.48949,100152.0,24.22314,24.58214,,,,
2025-03-25T16:13:59+01:00,813,243,32.12652,100153.4,24.21417,24.57135,,,,
2025-03-25T16:15:00+01:00,814,233,31.58197,100150.8,24.23286,24.59229,,,,
2025-03-25T16:16:01+01:00,815,244,31.55994,100150.8,24.18041,24.57008,,,,
2025-03-25T16:17:02+01:00,816,252,31.37226,100151.8,24.17488,24.55612,,,,
2025-03-25T16:18:29+01:00,817,239,31.47869,100156.9,24.26357,24.6126,,,,
2025-03-25T16:23:34+01:00,818,226,31.31475,100162.7,24.15352,24.5282,,,,
2025-03-25T16:25:50+01:00,819,220,31.38456,100163.4,24.19014,24.54851,,,,
2025-03-25T16:26:51+01:00,820,230,31.57339,100161.4,24.18804,24.57389,,,,
2025-03-25T16:27:52+01:00,821,234,31.82726,100165.2,24.19395,24.57643,,,,
2025-03-25T16:28:53+01:00,822,231,31.70414,100167.4,24.20368,24.58404,,,,
2025-03-25T16:30:39+01:00,823,248,31.94427,100171.5,24.22256,24.57516,,,,
2025-03-25T16:31:40+01:00,824,247,32.09276,100162.8,24.24107,24.58087,,,,
2025-03-25T16:41:08+01:00,825,240,32.15799,100162.7,24.12167,24.49901,,,,
2025-03-25T16:42:10+01:00,826,240,32.19786,100169.8,24.05987,24.44571,,,,
2025-03-25T16:43:36+01:00,827,236,32.3204,100167.2,23.99769,24.39304,,,,
2025-03-25T16:51:45+01:00,828,217,31.84919,100171.2,24.0509,24.41906,,,,
2025-03-25T16:52:46+01:00,829,223,32.0507,100176.6,24.01733,24.38923,,,,
2025-03-25T16:53:47+01:00,830,219,31.79712,100177.8,24.0242,24.39241,,,,
2025-03-25T16:59:53+01:00,831,186,30.98183,100187.2,23.9624,24.33022,,,,
2025-03-25T17:00:55+01:00,832,191,31.1307,100182.0,23.91548,24.27564,,,,
2025-03-25T17:03:58+01:00,833,182,31.07281,100192.6,23.90938,24.2547,,,,
2025-03-25T17:04:59+01:00,834,180,30.65891,100189.9,23.9172,24.28009,,,,
2025-03-25T17:09:03+01:00,835,172,30.24626,100186.0,23.86627,24.2382,,,,
2025-03-25T17:13:22+01:00,836,166,30.13306,100203.3,23.80753,24.16903,,,,
2025-03-25T17:14:38+01:00,837,161,29.89941,100205.7,23.78578,24.1557,,,,
2025-03-25T17:18:42+01:00,838,161,29.74796,100206.3,23.69175,24.0713,,,,
2025-03-25T17:21:45+01:00,839,147,29.72164,100205.7,23.57597,23.9393,,,,
2025-03-25T17:27:52+01:00,840,153,29.41532,100227.2,23.45009,23.8276,,,,
2025-03-25T17:29:54+01:00,841,144,29.5495,100225.1,23.38619,23.77747,,,,
2025-03-25T17:40:05+01:00,842,142,29.50087,100242.5,23.2029,23.57627,,,,
2025-03-25T17:43:09+01:00,843,149,29.5105,100246.2,23.12584,23.50582,,,,
2025-03-25T17:45:11+01:00,844,165,30.26371,100250.2,23.16856,23.5547,,,,
2025-03-25T17:47:27+01:00,845,165,30.32265,100253.8,23.20633,23.58072,,,,
2025-03-25T17:48:42+01:00,846,152,29.81234,100255.2,23.19927,23.55406,,,,
2025-03-25T17:50:00+01:00,847,152,29.81863,100256.5,23.2336,23.59849,,,,
2025-03-25T17:51:01+01:00,848,168,30.4286,100259.0,23.24848,23.61943,,,,
2025-03-25T17:52:03+01:00,849,152,29.87413,100261.9,23.2111,23.58453,,,,
2025-03-25T17:53:48+01:00,850,144,29.6504,100263.8,23.20862,23.57881,,,,
2025-03-25T17:56:51+01:00,851,139,29.43821,100278.1,23.19756,23.5731,,,,
2025-03-25T17:59:55+01:00,852,139,29.26426,100287.6,23.1699,23.54581,,,,
2025-03-25T18:02:58+01:00,853,152,29.5867,100292.2,23.26794,23.62959,,,,
2025-03-25T18:09:05+01:00,854,142,29.4817,100301.4,23.17333,23.54581,,,,
2025-03-25T18:16:12+01:00,855,133,29.27856,100314.0,23.1636,23.53438,,,,
2025-03-25T18:23:20+01:00,856,127,28.8867,100326.3,23.07053,23.45251,,,,
2025-03-25T18:27:25+01:00,857,124,28.92942,100325.8,22.9948,23.36809,,,,
2025-03-25T18:33:46+01:00,858,175,30.57222,100330.4,23.36102,23.73368,,,,
2025-03-25T18:35:32+01:00,859,182,30.34096,100333.4,23.46535,23.81237,,,,
2025-03-25T18:36:33+01:00,860,169,30.10521,100331.0,23.32535,23.68861,,,,
2025-03-25T18:37:47+01:00,861,144,29.43211,100333.3,23.09551,23.49376,,,,
2025-03-25T18:39:07+01:00,862,133,29.33359,100337.5,23.01788,23.39094,,,,
2025-03-25T18:40:08+01:00,863,127,29.39196,100337.9,22.92118,23.30399,,,,
2025-03-25T18:41:09+01:00,864,128,29.22163,100344.8,23.00663,23.38015,,,,
2025-03-25T18:42:10+01:00,865,129,29.25406,100343.8,22.94483,23.33572,,,,
2025-03-25T18:43:26+01:00,866,131,29.35276,100343.5,23.00873,23.36746,,,,
2025-03-25T18:44:42+01:00,867,125,29.2635,100346.9,22.84317,23.22147,,,,
2025-03-25T18:51:50+01:00,868,178,30.40085,100359.5,23.4869,23.86632,,,,
2025-03-25T18:55:20+01:00,869,192,30.45416,100356.1,23.63243,23.98119,,,,
2025-03-25T18:56:22+01:00,870,195,30.47371,100358.6,23.64368,24.02497,,,,
2025-03-25T18:57:23+01:00,871,201,30.44329,100360.5,23.67649,24.04846,,,,
2025-03-25T18:58:43+01:00,872,218,30.76363,100361.6,23.6639,24.02625,,,,
2025-03-25T19:04:50+01:00,873,237,30.9886,100365.0,23.84529,24.19315,,,,
2025-03-25T19:10:08+01:00,874,253,31.15416,100370.5,23.92578,24.30801,,,,
2025-03-25T19:11:09+01:00,875,256,31.19583,100372.1,23.96259,24.32768,,,,
2025-03-25T19:12:11+01:00,876,258,31.21252,100375.5,23.98014,24.35433,,,,
2025-03-25T19:13:27+01:00,877,263,31.28433,100378.0,24.01657,24.37527,,,,
2025-03-25T19:14:28+01:00,878,265,31.30741,100381.0,24.01829,24.39939,,,,
2025-03-25T19:15:29+01:00,879,267,31.33087,100383.0,24.06197,24.41715,,,,
2025-03-25T19:16:30+01:00,880,272,31.41003,100384.8,24.05987,24.42604,,,,
2025-03-25T19:17:31+01:00,881,276,31.48136,100384.4,24.04709,24.42794,,,,
2025-03-25T19:18:32+01:00,882,276,31.47249,100385.7,24.07093,24.45459,,,,
2025-03-25T19:19:33+01:00,883,280,31.47202,100383.2,24.08981,24.46538,,,,
2025-03-25T19:20:35+01:00,884,282,31.49633,100386.0,24.11079,24.49965,,,,
2025-03-25T19:21:36+01:00,885,285,31.55737,100386.9,24.10374,24.46982,,,,
2025-03-25T19:22:37+01:00,886,286,31.51503,100389.0,24.11289,24.48759,,,,
2025-03-25T19:23:38+01:00,887,287,31.52981,100389.4,24.13998,24.50853,,,,
2025-03-25T19:24:39+01:00,888,288,31.56939,100397.0,24.16286,24.51995,,,,
2025-03-25T19:25:54+01:00,889,291,31.53572,100400.8,24.19796,24.56754,,,,
2025-03-25T19:26:55+01:00,890,293,31.57721,100398.0,24.19968,24.57833,,,,
2025-03-25T19:27:56+01:00,891,296,31.56509,100399.3,24.19548,24.57072,,,,
2025-03-25T19:29:19+01:00,892,297,31.70109,100407.3,24.20444,24.57135,,,,
2025-03-25T19:31:08+01:00,893,304,31.76584,100418.1,24.24068,24.60435,,,,
2025-03-25T19:32:09+01:00,894,307,31.83775,100418.0,24.22333,24.61704,,,,
2025-03-25T19:33:10+01:00,895,310,31.84824,100424.0,24.26567,24.63354,,,,
2025-03-25T19:34:27+01:00,896,311,31.91051,100424.8,24.25194,24.61196,,,,
2025-03-25T19:35:28+01:00,897,317,31.94218,100427.6,24.23973,24.61894,,,,
2025-03-25T19:37:14+01:00,898,319,31.88658,100427.3,24.31335,24.67351,,,,
2025-03-25T19:38:15+01:00,899,320,31.98776,100430.5,24.29943,24.65194,,,,
2025-03-25T19:39:33+01:00,900,324,32.11708,100431.4,24.26796,24.62402,,,,
2025-03-25T19:40:34+01:00,901,322,32.10955,100434.1,24.29676,24.65511,,,,
2025-03-25T19:41:35+01:00,902,326,32.10793,100438.0,24.29008,24.64686,,,,
2025-03-25T19:42:36+01:00,903,326,32.06987,100444.4,24.32327,24.69064,,,,
2025-03-25T19:44:22+01:00,904,328,32.25679,100445.8,24.30325,24.65701,,,,
2025-03-25T19:45:23+01:00,905,329,32.23019,100447.3,24.29333,24.64686,,,,
2025-03-25T19:47:26+01:00,906,332,32.24306,100447.9,24.28989,24.66209,,,,
2025-03-25T19:48:28+01:00,907,333,32.28283,100454.4,24.29409,24.64623,,,,
2025-03-25T19:49:29+01:00,908,334,32.28836,100457.7,24.26968,24.64052,,,,
2025-03-25T19:50:30+01:00,909,332,32.26871,100456.1,24.30153,24.66844,,,,
2025-03-25T19:51:52+01:00,910,332,32.2751,100461.5,24.29466,24.66082,,,,
2025-03-25T19:53:54+01:00,911,333,32.35884,100463.1,24.2651,24.64877,,,,
2025-03-25T20:00:01+01:00,912,345,32.54242,100470.5,24.31202,24.6678,,,,
2025-03-25T20:02:03+01:00,913,341,32.60565,100466.4,24.2878,24.65955,,,,
2025-03-25T20:05:07+01:00,914,341,32.61509,100474.9,24.26128,24.6475,,,,
2025-03-25T20:07:09+01:00,915,346,32.86324,100481.9,24.2382,24.61894,,,,
2025-03-25T20:09:11+01:00,916,347,32.91216,100485.3,24.22352,24.5961,,,,
2025-03-25T20:11:58+01:00,917,349,33.00123,100487.1,24.25117,24.59419,,,,
2025-03-25T20:12:59+01:00,918,348,33.11243,100492.4,24.20673,24.58404,,,,
2025-03-25T20:14:13+01:00,919,346,33.12159,100493.7,24.21169,24.57452,,,,
2025-03-25T20:15:14+01:00,920,349,33.19902,100490.7,24.14417,24.54787,,,,
2025-03-25T20:16:15+01:00,921,346,33.30669,100488.7,24.15619,24.52122,,,,
2025-03-25T20:17:35+01:00,922,339,33.27303,100483.8,24.12262,24.48442,,,,
2025-03-25T20:18:36+01:00,923,335,33.35896,100492.7,24.06044,24.44825,,,,
2025-03-25T20:20:22+01:00,924,338,33.35257,100492.1,24.10679,24.49838,,,,
2025-03-25T20:21:24+01:00,925,350,33.37927,100491.3,24.12033,24.50916,,,,
2025-03-25T20:22:25+01:00,926,341,33.26235,100488.5,24.14684,24.51297,,,,
2025-03-25T20:23:26+01:00,927,376,33.40998,100491.3,24.09172,24.46601,,,,
2025-03-25T20:24:27+01:00,928,367,33.44269,100486.1,24.09286,24.46157,,,,
2025-03-25T20:25:28+01:00,929,383,33.52785,100490.3,24.08314,24.46221,,,,
2025-03-25T20:26:29+01:00,930,389,33.59346,100483.8,24.11804,24.47553,,,,
2025-03-25T20:27:30+01:00,931,384,33.65622,100485.6,24.15295,24.53264,,,,
2025-03-25T20:28:32+01:00,932,383,33.64382,100484.1,24.10183,24.46665,,,,
2025-03-25T20:29:33+01:00,933,382,33.73823,100479.5,24.11232,24.46982,,,,
2025-03-25T20:30:34+01:00,934,385,33.84991,100487.2,24.10774,24.46665,,,,
2025-03-25T20:31:54+01:00,935,382,34.00135,100488.8,24.08981,24.47046,,,,
2025-03-25T20:32:55+01:00,936,382,34.08728,100486.2,24.09706,24.45967,,,,
2025-03-25T20:34:11+01:00,937,381,34.29852,100489.6,24.10088,24.44825,,,,
2025-03-25T20:35:57+01:00,938,382,34.9061,100493.9,24.06197,24.40446,,,,
2025-03-25T20:41:02+01:00,939,360,35.34489,100503.5,23.95458,24.3391,,,,
2025-03-25T20:44:06+01:00,940,351,35.33468,100509.9,23.93208,24.3023,,,,
2025-03-25T20:45:22+01:00,941,348,35.17666,100508.5,23.93589,24.3023,,,,
2025-03-25T20:51:28+01:00,942,339,34.8978,100510.8,23.90289,24.26295,,,,
2025-03-25T20:55:33+01:00,943,343,34.96017,100516.7,23.86589,24.2363,,,,
2025-03-25T20:59:37+01:00,944,322,34.6446,100514.5,23.82431,24.18617,,,,
2025-03-25T21:02:56+01:00,945,315,34.53417,100511.4,23.82069,24.16776,,,,
2025-03-25T21:03:57+01:00,946,315,34.58681,100511.8,23.79665,24.15951,,,,
2025-03-25T21:04:58+01:00,947,315,34.58099,100512.7,23.78254,24.14746,,,,
2025-03-25T21:06:18+01:00,948,322,34.57937,100511.6,23.76976,24.1335,,,,
2025-03-25T21:11:23+01:00,949,328,34.49306,100525.8,23.73333,24.1043,,,,
2025-03-25T21:15:28+01:00,950,325,34.3627,100535.5,23.68355,24.06686,,,,
2025-03-25T21:19:33+01:00,951,326,34.46474,100544.2,23.65971,24.0383,,,,
2025-03-25T21:33:50+01:00,952,301,33.98495,100592.3,23.5817,23.95326,,,,
2025-03-25T21:35:52+01:00,953,296,33.9469,100600.5,23.55862,23.93042,,,,
2025-03-25T21:39:57+01:00,954,289,33.8376,100608.4,23.53725,23.90757,,,,
2025-03-25T21:43:00+01:00,955,282,33.76055,100618.6,23.50464,23.8752,,,,
2025-03-25T21:46:03+01:00,956,279,33.73947,100628.8,23.49491,23.8568,,,,
2025-03-25T21:47:49+01:00,957,283,33.65107,100628.1,23.5218,23.86822,,,,
2025-03-25T21:53:09+01:00,958,282,33.41246,100623.4,23.57807,23.93359,,,,
2025-03-25T21:54:26+01:00,959,276,33.34322,100626.4,23.61202,23.94184,,,,
2025-03-25T21:55:27+01:00,960,275,33.39252,100621.0,23.59676,23.95643,,,,
2025-03-25T21:56:28+01:00,961,275,33.39729,100622.5,23.62328,23.97103,,,,
2025-03-25T21:57:57+01:00,962,275,33.37469,100621.5,23.67573,24.00213,,,,
2025-03-25T21:58:58+01:00,963,275,33.36535,100625.2,23.70605,24.05353,,,,
2025-03-25T22:00:12+01:00,964,274,33.33683,100631.0,23.69499,24.06242,,,,
2025-03-25T22:01:13+01:00,965,275,33.33578,100637.1,23.72303,24.08844,,,,
2025-03-25T22:02:15+01:00,966,273,33.30383,100638.3,23.73581,24.08526,,,,
2025-03-25T22:03:16+01:00,967,274,33.34894,100644.6,23.76041,24.11065,,,,
2025-03-25T22:04:17+01:00,968,272,33.34112,100649.4,23.76919,24.12651,,,,
2025-03-25T22:05:18+01:00,969,272,33.32396,100645.3,23.78616,24.14873,,,,
2025-03-25T22:06:19+01:00,970,272,33.20894,100640.9,23.80848,24.15126,,,,
2025-03-25T22:07:38+01:00,971,271,33.23154,100641.9,23.82088,24.1557,,,,
2025-03-25T22:09:41+01:00,972,272,33.15725,100640.8,23.84567,24.1868,,,,
2025-03-25T22:13:45+01:00,973,272,33.0636,100650.6,23.82069,24.18109,,,,
2025-03-25T22:15:47+01:00,974,271,32.94353,100649.4,23.82565,24.1868,,,,
2025-03-25T22:16:48+01:00,975,272,33.01945,100647.1,23.85178,24.2033,,,,
2025-03-25T22:17:50+01:00,976,271,32.8846,100649.9,23.85712,24.21282,,,,
2025-03-25T22:21:54+01:00,977,268,32.9977,100664.2,23.86971,24.22107,,,,
2025-03-25T22:23:56+01:00,978,265,32.97977,100666.2,23.8863,24.25153,,,,
2025-03-25T22:30:03+01:00,979,263,32.71923,100686.5,23.97442,24.3372,,,,
2025-03-25T22:32:05+01:00,980,262,32.7878,100686.5,23.96278,24.33085,,,,
2025-03-25T22:33:06+01:00,981,262,32.8125,100687.2,23.95134,24.33529,,,,
2025-03-25T22:37:10+01:00,982,260,32.73697,100692.2,23.9851,24.34101,,,,
2025-03-25T22:38:25+01:00,983,259,32.74317,100691.5,24.00799,24.36322,,,,
2025-03-25T22:39:26+01:00,984,260,32.70006,100687.9,24.00303,24.36448,,,,
2025-03-25T22:40:43+01:00,985,258,32.68089,100686.2,24.01657,24.37337,,,,
2025-03-25T22:41:44+01:00,986,258,32.71656,100688.8,24.01943,24.37464,,,,
2025-03-25T22:42:45+01:00,987,259,32.62291,100690.0,24.00837,24.38923,,,,
2025-03-25T22:43:47+01:00,988,258,32.61108,100692.5,24.02878,24.38987,,,,
2025-03-25T22:44:48+01:00,989,259,32.69901,100695.0,24.05548,24.41081,,,,
2025-03-25T22:45:49+01:00,990,258,32.65486,100692.1,24.05815,24.41906,,,,
2025-03-25T22:46:50+01:00,991,259,32.64608,100689.5,24.04652,24.42414,,,,
2025-03-25T22:48:05+01:00,992,260,32.60622,100687.8,24.06921,24.43556,,,,
2025-03-25T22:49:06+01:00,993,260,32.61013,100689.7,24.07513,24.44127,,,,
2025-03-25T22:50:07+01:00,994,264,32.69014,100693.9,24.00627,24.38352,,,,
2025-03-25T22:51:08+01:00,995,271,32.78484,100697.0,24.00208,24.37464,,,,
2025-03-25T22:52:09+01:00,996,269,33.12073,100705.8,24.05567,24.41652,,,,
2025-03-25T22:53:11+01:00,997,271,33.18558,100712.4,24.01066,24.41018,,,,
2025-03-25T22:54:12+01:00,998,273,33.20637,100711.2,24.00513,24.37718,,,,
2025-03-25T22:55:13+01:00,999,286,33.24976,100716.5,24.05624,24.41842,,,,
2025-03-25T22:56:14+01:00,1000,280,33.27255,100713.7,24.05891,24.42731,,,,
2025-03-25T22:57:15+01:00,1001,283,33.23545,100713.1,24.09573,24.45903,,,,
2025-03-25T22:58:16+01:00,1002,291,33.25529,100712.5,24.09325,24.45777,,,,
2025-03-25T22:59:17+01:00,1003,297,33.35428,100716.3,24.10355,24.46475,,,,
2025-03-25T23:00:36+01:00,1004,303,33.39748,100714.6,24.119,24.4603,,,,
2025-03-25T23:19:57+01:00,1005,308,33.29,100724.5,24.15371,24.51805,,,,
2025-03-26T01:37:26+01:00,1006,213,32.3864,100911.3,23.876,24.22488,,,,
2025-03-26T02:20:12+01:00,1007,200,32.12872,100976.4,23.913,24.2547,,,,
2025-03-26T09:27:55+01:00,1008,170,31.01063,101318.9,24.09897,24.44,,,,
2025-03-26T12:53:58+01:00,1009,150,30.15442,101332.7,24.36352,24.72808,,,,
2025-03-26T12:55:14+01:00,1010,150,30.1075,101337.4,24.37553,24.74331,,,,
2025-03-26T12:58:17+01:00,1011,151,30.14402,101329.0,24.4009,24.76679,,,,
2025-03-26T13:04:23+01:00,1012,152,30.17673,101318.5,24.45831,24.8442,,,,
2025-03-26T13:05:25+01:00,1013,152,30.1568,101320.3,24.48502,24.83976,,,,
2025-03-26T13:09:29+01:00,1014,154,30.11322,101318.1,24.54224,24.8994,,,,
2025-03-26T13:15:36+01:00,1015,153,30.12571,101310.8,24.5245,24.91018,,,,
2025-03-26T13:17:38+01:00,1016,154,30.09453,101307.4,24.52393,24.8994,,,,
2025-03-26T13:23:44+01:00,1017,154,30.05934,101315.0,24.5079,24.88417,,,,
2025-03-26T13:26:48+01:00,1018,164,30.1218,101316.4,24.47739,24.83722,,,,
2025-03-26T13:28:50+01:00,1019,171,30.16157,101315.9,24.4421,24.81374,,,,
2025-03-26T13:31:53+01:00,1020,190,30.12037,101318.2,24.4791,24.83722,,,,
2025-03-26T13:32:54+01:00,1021,197,30.1465,101314.1,24.46423,24.82643,,,,
2025-03-26T13:38:00+01:00,1022,205,30.1157,101314.8,24.39785,24.77059,,,,
2025-03-26T13:40:02+01:00,1023,208,30.0951,101316.6,24.35665,24.74204,,,,
2025-03-26T13:44:20+01:00,1024,236,30.02348,101319.7,24.34311,24.71793,,,,
2025-03-26T13:45:21+01:00,1025,233,30.06697,101324.5,24.32384,24.69064,,,,
2025-03-26T13:46:22+01:00,1026,226,30.08251,101322.9,24.32308,24.68049,,,,
2025-03-26T13:47:23+01:00,1027,222,30.14269,101321.8,24.30286,24.67986,,,,
2025-03-26T13:48:24+01:00,1028,215,30.02501,101319.4,24.27082,24.63544,,,,
2025-03-26T13:49:25+01:00,1029,212,30.07889,101322.9,24.24946,24.61133,,,,
2025-03-26T13:50:26+01:00,1030,206,30.00536,101324.7,24.27216,24.62085,,,,
2025-03-26T13:51:28+01:00,1031,204,30.00517,101316.9,24.23935,24.60562,,,,
2025-03-26T13:52:29+01:00,1032,204,30.02758,101318.8,24.24221,24.59102,,,,
2025-03-26T13:53:30+01:00,1033,205,30.01041,101318.7,24.24183,24.58595,,,,
2025-03-26T13:54:47+01:00,1034,202,29.98171,101317.2,24.226,24.58277,,,,
2025-03-26T14:08:17+01:00,1035,198,30.09758,101315.8,24.13635,24.48252,,,,
2025-03-26T14:09:19+01:00,1036,199,30.07441,101316.1,24.11823,24.47553,,,,
2025-03-26T14:10:34+01:00,1037,195,30.05695,101317.9,24.10755,24.4603,,,,
2025-03-26T14:11:35+01:00,1038,196,30.14679,101318.7,24.0797,24.44761,,,,
2025-03-26T14:22:47+01:00,1039,184,29.89941,101312.3,23.9233,24.27628,,,,
2025-03-26T14:24:02+01:00,1040,188,29.9757,101309.1,23.93742,24.29151,,,,
2025-03-26T14:25:03+01:00,1041,187,29.9511,101310.2,23.93703,24.30293,,,,
2025-03-26T14:27:19+01:00,1042,185,29.97913,101310.3,23.96545,24.31499,,,,
2025-03-26T14:28:20+01:00,1043,183,30.03626,101310.4,23.95573,24.31118,,,,
2025-03-26T14:29:21+01:00,1044,182,30.06124,101308.5,23.95973,24.31182,,,,
2025-03-26T14:30:22+01:00,1045,182,30.04036,101310.6,23.94314,24.29912,,,,
2025-03-26T14:31:37+01:00,1046,179,30.128,101315.0,23.92521,24.28072,,,,
2025-03-26T15:08:16+01:00,1047,174,31.14462,101303.3,23.71883,24.084,,,,
2025-03-26T15:15:38+01:00,1048,176,31.30922,101297.0,23.71845,24.07701,,,,
2025-03-26T15:16:39+01:00,1049,176,31.40678,101297.0,23.69671,24.06115,,,,
2025-03-26T15:17:40+01:00,1050,176,31.33907,101296.1,23.73161,24.07574,,,,
2025-03-26T15:18:42+01:00,1051,176,31.33993,101298.3,23.72913,24.08273,,,,
2025-03-26T15:19:43+01:00,1052,176,31.40297,101293.9,23.71044,24.07257,,,,
2025-03-26T15:20:59+01:00,1053,175,31.2789,101293.9,23.71426,24.07003,,,,
2025-03-26T15:28:07+01:00,1054,176,31.23665,101293.8,23.6969,24.06242,,,,
2025-03-26T15:31:10+01:00,1055,178,31.12526,101289.1,23.70052,24.0548,,,,
2025-03-26T15:42:22+01:00,1056,189,31.2726,101282.1,23.82965,24.18553,,,,
2025-03-26T15:43:37+01:00,1057,192,31.178,101279.2,23.87142,24.23122,,,,
2025-03-26T16:09:17+01:00,1058,207,30.97572,101287.1,24.11671,24.47934,,,,
2025-03-26T16:10:18+01:00,1059,208,31.00224,101286.7,24.13998,24.48759,,,,
2025-03-26T16:11:33+01:00,1060,209,31.02293,101293.5,24.1478,24.49647,,,,
2025-03-26T16:12:34+01:00,1061,211,30.9803,101290.7,24.14589,24.49394,,,,
2025-03-26T16:18:40+01:00,1062,211,30.97687,101290.9,24.1663,24.51741,,,,
2025-03-26T16:21:44+01:00,1063,210,30.93863,101287.6,24.1745,24.53138,,,,
2025-03-26T16:23:46+01:00,1064,210,30.85127,101290.3,24.17774,24.5466,,,,
2025-03-26T16:25:48+01:00,1065,209,30.88703,101289.5,24.1951,24.56183,,,,
2025-03-26T16:40:04+01:00,1066,208,30.82457,101280.2,24.20845,24.5593,,,,
2025-03-26T16:41:05+01:00,1067,208,30.74369,101280.4,24.2115,24.56945,,,,
2025-03-26T16:42:06+01:00,1068,207,30.80034,101276.7,24.19891,24.5593,,,,
2025-03-26T16:46:11+01:00,1069,207,30.75094,101279.7,24.20063,24.5631,,,,
2025-03-26T16:53:18+01:00,1070,207,30.81245,101271.7,24.15257,24.5263,,,,
2025-03-26T16:54:19+01:00,1071,207,30.8156,101267.2,24.13826,24.51297,,,,
2025-03-26T16:58:24+01:00,1072,205,30.86128,101260.9,24.1127,24.46982,,,,
2025-03-26T17:01:27+01:00,1073,205,30.8548,101256.0,24.07703,24.44952,,,,
2025-03-26T17:02:42+01:00,1074,204,30.83124,101256.8,24.06559,24.43429,,,,
2025-03-26T17:03:43+01:00,1075,204,30.90782,101257.4,24.07265,24.42477,,,,
2025-03-26T17:04:44+01:00,1076,202,30.85489,101255.3,24.05624,24.43111,,,,
2025-03-26T17:05:46+01:00,1077,200,30.88493,101256.7,24.05224,24.42667,,,,
2025-03-26T17:06:47+01:00,1078,199,30.82247,101250.7,24.05643,24.41715,,,,
2025-03-26T17:07:48+01:00,1079,198,30.83916,101251.7,24.03927,24.39875,,,,
2025-03-26T17:08:49+01:00,1080,197,30.82705,101247.8,24.03812,24.39621,,,,
2025-03-26T17:09:50+01:00,1081,196,30.84068,101247.9,24.02477,24.38987,,,,
2025-03-26T17:11:05+01:00,1082,194,30.83563,101248.0,24.02382,24.37718,,,,
2025-03-26T17:12:06+01:00,1083,193,30.85642,101247.5,23.99063,24.36512,,,,
2025-03-26T17:13:07+01:00,1084,193,30.89924,101244.4,23.99216,24.35624,,,,
2025-03-26T17:14:08+01:00,1085,192,30.87721,101243.1,23.96851,24.33403,,,,
